,age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,poutcome,deposit
8252,50,unemployed,single,secondary,no,588,no,no,cellular,jul,649,3,0,unknown,no
8253,38,services,married,secondary,no,3165,yes,no,unknown,may,152,2,0,unknown,no
8254,31,management,single,tertiary,no,0,no,no,cellular,aug,101,6,0,unknown,no
8255,33,technician,divorced,secondary,no,464,no,no,cellular,feb,207,4,0,unknown,no
8256,35,management,single,tertiary,no,837,no,no,cellular,aug,329,1,0,unknown,no
8257,53,management,married,tertiary,no,34230,yes,yes,cellular,may,279,1,9,other,no
8258,58,retired,married,secondary,no,5435,yes,no,unknown,may,118,1,0,unknown,no
8259,26,blue-collar,single,primary,no,102,yes,no,unknown,may,46,1,0,unknown,no
8260,34,admin.,married,secondary,no,641,yes,yes,unknown,may,467,1,0,unknown,no
8261,50,blue-collar,married,primary,no,334,no,no,cellular,aug,79,3,0,unknown,no
8262,42,blue-collar,married,unknown,no,149,yes,no,telephone,jul,329,3,0,unknown,no
8263,46,admin.,married,secondary,no,179,yes,no,cellular,jan,194,4,1,other,no
8264,45,blue-collar,married,primary,no,61,no,no,cellular,apr,108,1,0,unknown,no
8265,46,services,married,secondary,no,375,no,no,telephone,jul,172,6,0,unknown,no
8266,31,technician,single,secondary,no,2088,no,no,cellular,feb,15,14,0,unknown,no
8267,44,technician,single,secondary,no,29,yes,no,unknown,may,151,1,0,unknown,no
8268,36,management,married,tertiary,no,3839,no,no,cellular,nov,146,1,0,unknown,no
8269,50,management,married,secondary,no,2910,no,no,telephone,jul,790,1,0,unknown,no
8270,33,management,single,tertiary,no,3770,no,no,cellular,jan,757,2,0,unknown,no
8271,33,blue-collar,married,primary,no,141,yes,no,unknown,may,578,2,0,unknown,no
8272,55,management,single,tertiary,no,0,no,no,cellular,apr,156,3,0,unknown,no
8273,40,services,single,secondary,no,65,yes,no,cellular,may,15,3,0,unknown,no
8274,30,technician,married,secondary,no,-306,yes,yes,cellular,nov,372,1,1,failure,no
8275,36,services,married,secondary,no,3740,yes,no,cellular,apr,254,1,0,unknown,no
8276,34,services,divorced,secondary,no,0,yes,yes,unknown,may,203,1,0,unknown,no
8277,46,entrepreneur,married,secondary,no,131,yes,no,cellular,apr,69,2,0,unknown,no
8278,55,management,married,tertiary,no,23189,yes,no,unknown,may,77,1,0,unknown,no
8279,56,blue-collar,divorced,primary,yes,-1,no,no,cellular,jul,304,3,0,unknown,no
8280,34,admin.,single,secondary,no,6979,yes,no,cellular,may,14,5,0,unknown,no
8281,42,management,married,tertiary,no,187,no,no,cellular,aug,64,1,0,unknown,no
8282,48,blue-collar,married,primary,no,1203,no,no,cellular,aug,61,5,0,unknown,no
8283,51,management,married,primary,no,6298,yes,no,unknown,jun,14,3,0,unknown,no
8284,45,blue-collar,single,tertiary,no,-243,no,yes,cellular,jul,171,2,0,unknown,no
8285,35,self-employed,single,primary,no,181,yes,no,unknown,may,19,8,0,unknown,no
8286,63,self-employed,married,tertiary,no,661,no,no,cellular,mar,56,2,0,unknown,no
8287,35,blue-collar,married,secondary,no,270,yes,yes,cellular,apr,332,2,1,failure,no
8288,25,student,single,secondary,no,1919,yes,no,cellular,may,264,1,4,failure,no
8289,26,self-employed,married,secondary,no,492,yes,yes,cellular,may,439,4,0,unknown,no
8290,29,management,single,tertiary,no,91,no,no,cellular,apr,99,1,4,other,no
8291,26,management,married,tertiary,no,775,no,no,unknown,may,35,3,0,unknown,no
8292,26,blue-collar,single,secondary,no,2669,yes,no,cellular,apr,242,1,0,unknown,no
8293,23,management,single,tertiary,no,2605,yes,no,unknown,may,278,6,0,unknown,no
8294,51,management,single,unknown,no,1277,no,no,cellular,feb,143,5,1,failure,no
8295,51,blue-collar,married,secondary,no,568,yes,no,unknown,jun,37,1,0,unknown,no
8296,43,technician,married,secondary,no,2344,yes,no,unknown,may,111,2,0,unknown,no
8297,81,retired,divorced,primary,no,4321,no,no,cellular,aug,163,3,0,unknown,no
8298,42,management,divorced,tertiary,no,1064,no,no,cellular,aug,101,2,0,unknown,no
8299,41,services,married,secondary,no,241,yes,yes,unknown,jun,144,1,0,unknown,no
8300,35,technician,single,secondary,no,183,no,no,cellular,sep,516,2,2,failure,no
8301,32,management,married,tertiary,no,9214,no,yes,unknown,oct,71,1,0,unknown,no
8302,51,services,single,secondary,no,513,yes,no,cellular,jul,331,2,0,unknown,no
8303,33,technician,married,secondary,no,14850,yes,no,cellular,feb,122,5,0,unknown,no
8304,38,self-employed,married,secondary,no,279,yes,no,unknown,may,110,5,0,unknown,no
8305,48,retired,married,tertiary,no,4,no,yes,cellular,jul,70,5,0,unknown,no
8306,50,technician,divorced,secondary,no,-298,yes,no,cellular,feb,68,8,0,unknown,no
8307,39,blue-collar,single,secondary,no,522,yes,no,telephone,may,225,7,2,failure,no
8308,30,services,single,secondary,no,0,yes,no,cellular,jul,161,2,0,unknown,no
8309,39,technician,married,secondary,no,8,no,yes,cellular,nov,333,2,2,failure,no
8310,35,technician,married,tertiary,no,432,no,no,cellular,aug,104,8,0,unknown,no
8311,41,technician,married,secondary,no,-378,yes,no,cellular,feb,361,1,2,failure,no
8312,41,admin.,married,secondary,no,338,yes,no,unknown,may,121,1,0,unknown,no
8313,35,blue-collar,married,primary,no,2878,yes,no,cellular,nov,140,2,0,unknown,no
8314,43,management,married,primary,no,62,yes,no,cellular,may,133,1,3,failure,no
8315,27,services,married,secondary,no,1303,yes,yes,unknown,may,364,1,0,unknown,no
8316,32,technician,married,secondary,no,255,no,yes,cellular,aug,63,5,0,unknown,no
8317,39,technician,divorced,secondary,no,0,yes,yes,cellular,apr,85,1,0,unknown,no
8318,37,management,married,tertiary,no,1125,yes,no,unknown,jun,301,1,0,unknown,no
8319,40,entrepreneur,married,secondary,no,1238,yes,no,telephone,jul,50,2,0,unknown,no
8320,33,blue-collar,married,secondary,no,370,yes,no,cellular,apr,249,1,0,unknown,no
8321,29,management,married,tertiary,no,2417,yes,no,cellular,may,126,2,0,unknown,no
8322,50,housemaid,married,primary,no,4,no,no,unknown,jun,51,1,0,unknown,no
8323,39,admin.,married,primary,no,444,yes,no,cellular,may,374,2,0,unknown,no
8324,32,technician,single,secondary,no,28,yes,no,cellular,nov,368,1,0,unknown,no
8325,49,management,married,tertiary,no,2139,no,no,cellular,aug,278,1,0,unknown,no
8326,37,blue-collar,married,secondary,no,194,yes,no,unknown,may,566,7,0,unknown,no
8327,57,blue-collar,married,primary,yes,195,no,yes,telephone,jul,185,4,0,unknown,no
8328,44,management,married,secondary,no,0,no,no,cellular,aug,167,2,0,unknown,no
8329,36,self-employed,married,secondary,no,189,yes,no,cellular,jul,632,1,0,unknown,no
8330,55,management,single,secondary,no,220,yes,no,unknown,may,328,2,0,unknown,no
8331,40,admin.,married,primary,no,189,yes,no,unknown,may,160,2,0,unknown,no
8332,40,blue-collar,married,secondary,no,746,yes,yes,cellular,feb,241,1,3,other,no
8333,44,management,married,secondary,no,13054,yes,no,cellular,may,471,2,12,other,no
8334,41,services,married,primary,no,0,yes,no,cellular,jul,18,11,0,unknown,no
8335,65,retired,married,secondary,no,23421,no,no,cellular,feb,432,1,0,unknown,no
8336,31,blue-collar,married,secondary,no,41,yes,no,unknown,may,265,1,0,unknown,no
8337,48,blue-collar,married,secondary,no,7408,no,yes,cellular,feb,101,2,0,unknown,no
8338,55,retired,married,tertiary,no,101,yes,no,cellular,jul,111,1,0,unknown,no
8339,34,admin.,married,secondary,no,384,yes,no,cellular,may,551,2,0,unknown,no
8340,36,admin.,single,secondary,no,2556,yes,no,cellular,apr,342,1,0,unknown,no
8341,33,management,married,tertiary,no,808,yes,no,cellular,aug,12,16,0,unknown,no
8342,46,management,married,tertiary,no,0,no,no,cellular,may,401,1,0,unknown,no
8343,52,management,married,tertiary,no,1158,no,no,cellular,aug,57,4,0,unknown,no
8344,33,management,married,tertiary,no,334,no,no,cellular,nov,87,1,0,unknown,no
8345,29,blue-collar,married,secondary,no,296,yes,no,unknown,jun,153,1,0,unknown,no
8346,36,technician,married,primary,no,1653,yes,yes,unknown,may,336,10,0,unknown,no
8347,37,admin.,married,secondary,no,1283,yes,no,unknown,may,209,1,0,unknown,no
8348,53,blue-collar,married,primary,no,2295,no,no,cellular,aug,65,10,0,unknown,no
8349,28,unemployed,married,secondary,no,-42,yes,yes,cellular,jul,143,4,0,unknown,no
8350,19,student,single,secondary,no,55,no,no,telephone,oct,89,2,1,other,no
8351,41,housemaid,married,primary,no,365,no,no,cellular,aug,203,5,0,unknown,no
8352,33,services,single,secondary,no,772,yes,no,cellular,jan,323,2,3,success,no
8353,28,management,single,tertiary,no,334,yes,no,unknown,may,438,4,0,unknown,no
8354,40,admin.,married,secondary,no,1060,yes,no,cellular,apr,14,3,0,unknown,no
8355,78,retired,married,unknown,no,38,no,no,telephone,aug,156,1,3,other,no
8356,29,services,single,secondary,no,146,yes,no,unknown,may,104,2,0,unknown,no
8357,36,unemployed,married,secondary,no,439,yes,no,telephone,feb,18,6,0,unknown,no
8358,59,entrepreneur,married,primary,no,124,yes,no,cellular,nov,531,3,7,failure,no
8359,34,services,married,secondary,no,190,yes,no,cellular,may,121,3,0,unknown,no
8360,82,retired,married,unknown,no,211,no,no,telephone,apr,195,3,0,unknown,no
8361,36,management,married,tertiary,no,871,no,no,cellular,nov,170,1,0,unknown,no
8362,48,management,married,primary,no,1513,no,no,cellular,jan,166,2,0,unknown,no
8363,36,blue-collar,married,primary,no,871,yes,yes,telephone,nov,2,1,0,unknown,no
8364,25,technician,single,secondary,no,1298,no,no,cellular,sep,206,7,2,other,no
8365,40,technician,single,secondary,no,360,yes,no,unknown,may,73,1,0,unknown,no
8366,33,services,married,tertiary,no,597,no,no,cellular,feb,134,1,0,unknown,no
8367,30,blue-collar,divorced,secondary,yes,457,yes,no,unknown,jun,115,20,0,unknown,no
8368,27,services,single,secondary,no,2457,yes,no,unknown,may,123,4,0,unknown,no
8369,34,technician,married,tertiary,no,2069,no,no,cellular,aug,328,2,0,unknown,no
8370,28,services,single,secondary,no,47,no,no,cellular,jul,405,2,0,unknown,no
8371,40,blue-collar,married,primary,no,13,yes,no,unknown,jul,178,1,0,unknown,no
8372,47,retired,married,secondary,no,-71,yes,no,cellular,aug,293,5,0,unknown,no
8373,59,unknown,divorced,unknown,no,27,no,no,unknown,may,347,3,0,unknown,no
8374,30,services,single,secondary,no,-114,yes,no,cellular,jul,396,2,0,unknown,no
8375,39,unemployed,single,secondary,no,2645,yes,no,unknown,may,339,3,0,unknown,no
8376,44,blue-collar,married,secondary,no,1025,yes,no,unknown,jun,200,1,0,unknown,no
8377,46,management,single,tertiary,no,2044,no,no,telephone,feb,25,1,0,unknown,no
8378,32,housemaid,married,tertiary,no,10,yes,no,unknown,jun,658,2,0,unknown,no
8379,35,admin.,divorced,secondary,no,0,no,yes,cellular,jul,245,2,0,unknown,no
8380,35,management,single,tertiary,no,644,yes,no,unknown,may,120,2,0,unknown,no
8381,38,management,married,tertiary,no,4293,yes,no,cellular,may,92,2,2,failure,no
8382,27,housemaid,married,primary,yes,-238,no,no,cellular,jul,132,4,0,unknown,no
8383,32,housemaid,divorced,secondary,no,-613,yes,no,cellular,apr,266,2,0,unknown,no
8384,37,admin.,divorced,secondary,no,1573,yes,no,cellular,may,639,3,10,failure,no
8385,59,entrepreneur,married,tertiary,no,1728,no,no,cellular,jul,575,2,0,unknown,no
8386,32,technician,married,tertiary,no,15,no,no,cellular,may,226,1,1,failure,no
8387,31,technician,married,secondary,no,-160,yes,no,cellular,jul,126,6,0,unknown,no
8388,55,technician,married,secondary,no,312,no,no,cellular,feb,13,8,3,other,no
8389,26,technician,single,secondary,no,33,no,no,cellular,jul,91,7,0,unknown,no
8390,30,blue-collar,single,secondary,no,80,yes,yes,cellular,may,145,1,4,failure,no
8391,34,admin.,married,secondary,no,445,no,no,cellular,aug,256,2,0,unknown,no
8392,83,retired,divorced,primary,no,4565,no,no,cellular,sep,175,2,0,unknown,no
8393,46,self-employed,married,primary,no,3262,no,no,cellular,aug,77,8,0,unknown,no
8394,48,blue-collar,married,primary,no,559,yes,no,unknown,may,1231,2,0,unknown,no
8395,47,blue-collar,married,secondary,no,4840,no,no,unknown,jun,53,1,0,unknown,no
8396,31,technician,married,secondary,no,-302,no,no,cellular,aug,195,2,0,unknown,no
8397,32,entrepreneur,married,unknown,no,73,yes,no,cellular,nov,158,1,1,failure,no
8398,32,technician,married,secondary,no,4790,yes,no,cellular,jul,314,2,0,unknown,no
8399,39,admin.,single,secondary,no,1078,no,no,unknown,jun,199,3,0,unknown,no
8400,54,management,married,tertiary,no,284,yes,yes,telephone,may,65,5,0,unknown,no
8401,55,retired,married,secondary,no,493,yes,no,unknown,may,647,7,0,unknown,no
8402,28,technician,single,secondary,no,100,yes,no,cellular,may,70,5,0,unknown,no
8403,48,housemaid,single,secondary,no,1042,no,no,telephone,nov,129,2,0,unknown,no
8404,44,management,married,tertiary,no,3665,no,no,cellular,mar,325,1,0,unknown,no
8405,47,technician,married,secondary,no,-9,no,no,cellular,aug,457,2,0,unknown,no
8406,43,blue-collar,married,secondary,no,576,yes,yes,unknown,may,148,1,0,unknown,no
8407,53,housemaid,married,primary,yes,945,no,no,cellular,jan,82,2,0,unknown,no
8408,42,blue-collar,married,secondary,no,108,yes,no,telephone,jul,51,21,0,unknown,no
8409,39,management,single,tertiary,no,93,yes,yes,cellular,may,196,2,3,failure,no
8410,37,blue-collar,married,secondary,no,-97,yes,no,unknown,jun,135,2,0,unknown,no
8411,58,management,married,tertiary,no,3768,yes,no,unknown,jun,316,1,0,unknown,no
8412,31,services,single,secondary,no,8,no,no,cellular,jul,340,3,0,unknown,no
8413,40,technician,married,secondary,no,66,yes,no,unknown,may,29,8,0,unknown,no
8414,38,services,married,secondary,no,0,no,yes,cellular,jul,1473,6,0,unknown,no
8415,46,admin.,divorced,secondary,no,-637,yes,no,cellular,nov,153,1,0,unknown,no
8416,31,technician,married,secondary,no,0,yes,yes,cellular,jan,71,1,9,other,no
8417,32,management,married,tertiary,no,26,no,no,cellular,aug,222,6,0,unknown,no
8418,46,entrepreneur,married,tertiary,no,4726,yes,no,cellular,apr,405,1,0,unknown,no
8419,25,blue-collar,married,secondary,no,1782,yes,no,unknown,jun,549,1,0,unknown,no
8420,28,blue-collar,single,secondary,no,3430,yes,no,unknown,jun,72,6,0,unknown,no
8421,40,blue-collar,married,primary,no,332,yes,no,cellular,may,339,2,3,failure,no
8422,31,admin.,single,secondary,no,554,yes,no,cellular,feb,94,1,0,unknown,no
8423,39,management,married,secondary,no,0,yes,no,cellular,jul,21,21,0,unknown,no
8424,36,admin.,married,secondary,no,542,yes,no,unknown,jun,604,6,0,unknown,no
8425,37,services,married,secondary,no,393,yes,yes,cellular,may,95,1,1,failure,no
8426,48,blue-collar,married,primary,no,134,yes,no,unknown,may,315,2,0,unknown,no
8427,34,technician,married,tertiary,no,178,yes,no,cellular,nov,85,1,0,unknown,no
8428,24,student,single,primary,no,0,no,no,unknown,jun,25,26,0,unknown,no
8429,33,management,single,tertiary,no,23,no,no,cellular,aug,216,3,0,unknown,no
8430,54,technician,married,secondary,no,0,no,no,telephone,nov,986,1,8,failure,no
8431,56,admin.,married,primary,no,202,yes,no,unknown,may,178,2,0,unknown,no
8432,41,management,divorced,tertiary,no,647,yes,no,unknown,may,270,1,0,unknown,no
8433,46,blue-collar,married,primary,no,143,yes,no,unknown,may,279,1,0,unknown,no
8434,27,services,single,secondary,no,1928,no,yes,cellular,jul,513,5,0,unknown,no
8435,32,admin.,single,secondary,no,1630,yes,no,cellular,jan,122,1,0,unknown,no
8436,40,retired,married,secondary,no,102,no,no,cellular,may,168,1,0,unknown,no
8437,38,blue-collar,divorced,primary,no,0,no,no,unknown,jun,49,2,0,unknown,no
8438,36,blue-collar,married,secondary,no,1790,yes,no,cellular,apr,386,2,0,unknown,no
8439,33,management,single,tertiary,no,0,no,no,unknown,may,277,1,0,unknown,no
8440,31,management,single,tertiary,no,1675,no,no,cellular,sep,114,2,1,failure,no
8441,34,blue-collar,married,secondary,yes,-745,yes,yes,cellular,jul,131,2,0,unknown,no
8442,34,self-employed,married,secondary,no,-56,yes,no,unknown,may,248,3,0,unknown,no
8443,45,admin.,married,secondary,no,0,no,no,cellular,aug,113,2,0,unknown,no
8444,52,blue-collar,married,primary,no,2396,yes,no,cellular,may,48,7,0,unknown,no
8445,37,services,single,tertiary,no,223,yes,no,unknown,may,25,1,0,unknown,no
8446,30,blue-collar,married,primary,no,5956,yes,yes,cellular,nov,405,1,1,failure,no
8447,35,technician,single,tertiary,no,122,no,no,cellular,apr,49,5,5,failure,no
8448,31,technician,single,secondary,no,4888,yes,no,telephone,may,475,4,2,failure,no
8449,47,housemaid,married,primary,no,183,no,no,cellular,aug,144,1,0,unknown,no
8450,32,entrepreneur,married,tertiary,no,0,yes,yes,cellular,nov,95,1,0,unknown,no
8451,32,technician,divorced,secondary,no,-262,yes,no,telephone,aug,85,24,0,unknown,no
8452,39,blue-collar,single,secondary,no,169,yes,no,unknown,may,38,1,0,unknown,no
8453,31,blue-collar,married,secondary,no,3364,yes,no,cellular,nov,290,1,0,unknown,no
8454,31,technician,married,tertiary,no,15,no,no,unknown,jun,389,1,0,unknown,no
8455,44,management,married,tertiary,no,126,yes,no,unknown,may,92,1,0,unknown,no
8456,40,entrepreneur,married,tertiary,no,1953,yes,no,unknown,jun,112,5,0,unknown,no
8457,77,retired,married,primary,no,1385,no,no,telephone,sep,160,4,0,unknown,no
8458,34,blue-collar,married,secondary,no,261,yes,no,cellular,feb,88,5,3,failure,no
8459,48,technician,married,secondary,no,178,yes,no,unknown,jun,320,4,0,unknown,no
8460,31,technician,single,secondary,no,1819,yes,no,unknown,may,226,2,0,unknown,no
8461,31,management,single,tertiary,no,0,no,no,cellular,aug,155,4,0,unknown,no
8462,32,blue-collar,single,secondary,no,6337,yes,no,cellular,nov,126,2,0,unknown,no
8463,42,admin.,married,secondary,no,214,yes,no,unknown,may,21,24,0,unknown,no
8464,35,management,single,tertiary,no,0,no,no,cellular,aug,81,6,0,unknown,no
8465,57,entrepreneur,married,primary,no,1153,yes,yes,unknown,jun,238,6,0,unknown,no
8466,56,retired,married,secondary,no,415,no,no,cellular,aug,158,2,0,unknown,no
8467,34,management,married,tertiary,no,101,no,no,cellular,aug,472,2,0,unknown,no
8468,52,technician,married,secondary,no,1490,no,yes,unknown,jun,420,4,0,unknown,no
8469,31,admin.,single,secondary,no,779,yes,yes,cellular,apr,219,2,0,unknown,no
8470,42,technician,single,secondary,no,2036,yes,no,cellular,nov,259,2,0,unknown,no
8471,46,blue-collar,married,primary,no,333,yes,no,cellular,jul,284,4,0,unknown,no
8472,32,technician,married,secondary,no,963,no,no,cellular,aug,15,13,0,unknown,no
8473,47,blue-collar,married,secondary,no,4709,no,no,cellular,aug,78,4,0,unknown,no
8474,46,blue-collar,divorced,secondary,no,1074,yes,no,cellular,may,277,2,0,unknown,no
8475,41,admin.,single,secondary,no,90,yes,no,cellular,may,77,2,4,failure,no
8476,42,admin.,single,secondary,no,243,yes,no,unknown,may,46,5,0,unknown,no
8477,31,self-employed,married,tertiary,no,414,no,no,cellular,aug,169,5,0,unknown,no
8478,47,admin.,single,tertiary,no,0,no,no,cellular,jan,137,1,0,unknown,no
8479,60,retired,married,tertiary,no,2196,no,no,cellular,jun,318,3,0,unknown,no
8480,35,entrepreneur,single,tertiary,no,1416,yes,no,cellular,may,100,1,12,other,no
8481,46,services,divorced,secondary,no,281,yes,yes,cellular,may,267,1,0,unknown,no
8482,40,services,married,secondary,no,518,no,no,telephone,jul,84,1,0,unknown,no
8483,48,unknown,married,unknown,no,3,no,no,cellular,aug,104,2,0,unknown,no
8484,52,blue-collar,married,primary,no,36,no,no,cellular,aug,109,2,0,unknown,no
8485,50,blue-collar,married,primary,no,9301,yes,no,cellular,jul,136,4,0,unknown,no
8486,34,technician,married,secondary,no,883,no,no,telephone,feb,166,2,3,failure,no
8487,34,admin.,married,tertiary,no,21,no,yes,cellular,jun,269,1,2,failure,no
8488,44,management,married,tertiary,no,3091,yes,no,unknown,jun,331,4,0,unknown,no
8489,44,blue-collar,married,primary,no,2791,no,no,unknown,jun,335,1,0,unknown,no
8490,28,services,single,secondary,no,217,yes,no,cellular,feb,379,3,0,unknown,no
8491,28,self-employed,single,tertiary,no,1579,no,no,cellular,oct,122,3,0,unknown,no
8492,29,management,married,secondary,no,0,yes,no,unknown,jun,85,4,0,unknown,no
8493,29,student,single,secondary,no,314,no,no,cellular,aug,485,3,1,success,no
8494,55,management,married,tertiary,no,655,no,no,cellular,jul,167,6,0,unknown,no
8495,31,admin.,married,secondary,no,212,yes,no,cellular,jul,191,3,0,unknown,no
8496,31,admin.,single,secondary,no,523,no,yes,cellular,feb,323,1,5,failure,no
8497,32,management,single,tertiary,no,111,yes,no,unknown,may,162,2,0,unknown,no
8498,31,technician,single,tertiary,no,1166,yes,no,unknown,jun,207,1,0,unknown,no
8499,47,housemaid,married,secondary,no,582,no,no,cellular,aug,73,1,0,unknown,no
8500,34,technician,single,secondary,no,513,yes,no,cellular,may,165,3,5,other,no
8501,53,management,married,tertiary,no,75,no,no,cellular,aug,216,2,0,unknown,no
8502,29,admin.,single,secondary,no,1992,no,no,cellular,apr,119,2,0,unknown,no
8503,50,management,married,secondary,no,2910,no,no,telephone,nov,433,1,1,failure,no
8504,49,services,married,secondary,no,66,yes,yes,cellular,nov,59,4,0,unknown,no
8505,32,technician,married,secondary,no,599,no,no,cellular,nov,79,1,0,unknown,no
8506,42,technician,married,secondary,no,89,yes,no,cellular,may,159,1,0,unknown,no
8507,37,admin.,single,secondary,no,796,yes,no,telephone,jan,143,3,0,unknown,no
8508,36,technician,married,tertiary,no,571,yes,yes,cellular,jul,46,3,0,unknown,no
8509,33,blue-collar,married,secondary,no,215,no,no,cellular,apr,166,1,0,unknown,no
8510,36,blue-collar,married,secondary,no,1088,yes,no,cellular,may,77,2,2,failure,no
8511,30,services,married,secondary,no,271,yes,no,unknown,may,365,1,0,unknown,no
8512,57,self-employed,married,secondary,no,11494,no,no,cellular,nov,198,1,0,unknown,no
8513,37,admin.,married,tertiary,no,2741,no,no,unknown,jun,204,4,0,unknown,no
8514,25,services,divorced,secondary,no,1694,no,no,cellular,jul,159,2,0,unknown,no
8515,70,retired,divorced,primary,no,383,no,no,cellular,apr,50,2,0,unknown,no
8516,41,management,married,tertiary,no,298,no,no,cellular,may,63,3,1,other,no
8517,26,management,single,tertiary,no,155,yes,no,cellular,may,74,4,5,other,no
8518,53,entrepreneur,married,primary,no,694,yes,no,unknown,may,157,1,0,unknown,no
8519,55,management,married,unknown,no,179,no,no,unknown,jun,97,1,0,unknown,no
8520,23,technician,single,secondary,no,356,yes,no,cellular,may,224,2,2,failure,no
8521,45,management,married,tertiary,no,0,yes,no,cellular,may,469,2,1,failure,no
8522,34,self-employed,married,secondary,no,179,yes,yes,cellular,jul,137,4,0,unknown,no
8523,35,management,married,tertiary,no,244,yes,no,cellular,nov,138,1,0,unknown,no
8524,30,management,divorced,tertiary,no,46,no,no,cellular,aug,382,3,0,unknown,no
8525,36,admin.,divorced,secondary,no,246,yes,no,unknown,may,206,2,0,unknown,no
8526,48,self-employed,married,tertiary,no,7,yes,no,unknown,may,286,1,0,unknown,no
8527,67,retired,divorced,primary,no,1746,no,no,cellular,aug,134,1,0,unknown,no
8528,35,technician,single,tertiary,no,992,yes,no,cellular,aug,79,1,3,failure,no
8529,38,housemaid,divorced,tertiary,no,4312,no,no,cellular,may,67,4,6,failure,no
8530,44,blue-collar,married,primary,no,103,yes,no,cellular,may,79,1,2,failure,no
8531,54,blue-collar,married,secondary,no,506,yes,no,cellular,nov,172,2,2,failure,no
8532,42,management,divorced,tertiary,no,461,yes,no,unknown,jun,72,1,0,unknown,no
8533,36,technician,single,tertiary,no,268,no,no,cellular,aug,54,12,0,unknown,no
8534,26,technician,single,secondary,yes,-454,no,yes,cellular,jul,652,2,0,unknown,no
8535,35,management,married,tertiary,no,365,no,no,cellular,nov,168,2,0,unknown,no
8536,33,technician,divorced,secondary,no,2,yes,no,cellular,may,600,2,17,failure,no
8537,58,services,married,secondary,no,1667,yes,yes,unknown,may,85,1,0,unknown,no
8538,21,blue-collar,single,secondary,no,2265,no,no,cellular,may,156,4,2,success,no
8539,34,blue-collar,married,secondary,no,4622,yes,yes,unknown,may,217,1,0,unknown,no
8540,38,blue-collar,single,secondary,no,0,no,no,cellular,aug,255,2,1,failure,no
8541,41,technician,married,secondary,no,188,no,yes,telephone,jul,15,25,0,unknown,no
8542,36,management,single,secondary,no,0,no,no,cellular,aug,333,5,0,unknown,no
8543,38,self-employed,single,secondary,no,592,no,no,cellular,may,275,1,0,unknown,no
8544,25,technician,married,secondary,no,-276,yes,no,unknown,jun,105,1,0,unknown,no
8545,34,technician,married,secondary,no,1254,no,no,cellular,may,77,3,0,unknown,no
8546,34,technician,married,secondary,no,652,yes,yes,cellular,jul,50,4,0,unknown,no
8547,45,blue-collar,married,secondary,no,192,yes,no,cellular,may,154,5,1,other,no
8548,30,technician,single,secondary,no,148,yes,yes,cellular,may,115,5,0,unknown,no
8549,42,technician,married,secondary,no,1812,yes,no,cellular,jul,84,2,0,unknown,no
8550,50,unemployed,married,secondary,no,3478,yes,no,unknown,may,342,3,0,unknown,no
8551,33,technician,married,secondary,no,264,no,no,cellular,aug,180,4,0,unknown,no
8552,35,management,married,tertiary,no,71,yes,no,cellular,apr,510,2,0,unknown,no
8553,59,blue-collar,married,secondary,no,1376,no,yes,unknown,may,61,4,0,unknown,no
8554,38,blue-collar,married,primary,no,668,no,no,unknown,may,238,1,0,unknown,no
8555,33,services,married,secondary,no,703,no,no,cellular,nov,160,2,0,unknown,no
8556,45,technician,divorced,unknown,yes,-25,no,yes,unknown,jul,158,3,0,unknown,no
8557,37,unemployed,single,secondary,no,48,no,no,cellular,jul,40,10,0,unknown,no
8558,35,technician,single,tertiary,no,2453,yes,no,cellular,aug,119,2,0,unknown,no
8559,41,blue-collar,single,primary,no,0,yes,no,unknown,may,522,5,0,unknown,no
8560,33,management,married,tertiary,no,133,yes,no,unknown,may,308,4,0,unknown,no
8561,30,management,single,tertiary,no,277,yes,no,cellular,may,166,1,1,other,no
8562,49,housemaid,married,primary,no,78,no,no,telephone,jul,139,1,0,unknown,no
8563,39,management,married,secondary,no,517,yes,no,cellular,nov,387,3,2,failure,no
8564,44,entrepreneur,divorced,secondary,no,1,no,no,cellular,jul,388,4,0,unknown,no
8565,38,blue-collar,married,primary,no,7944,no,no,unknown,jun,116,3,0,unknown,no
8566,27,admin.,single,secondary,no,3,yes,no,cellular,may,346,2,0,unknown,no
8567,45,management,married,tertiary,no,623,no,no,cellular,sep,405,3,0,unknown,no
8568,40,management,divorced,tertiary,no,290,yes,no,unknown,may,184,1,0,unknown,no
8569,53,services,married,primary,no,8918,yes,no,telephone,jul,173,2,0,unknown,no
8570,32,management,single,tertiary,no,41,yes,no,cellular,may,449,1,1,other,no
8571,34,blue-collar,married,secondary,no,199,yes,no,unknown,may,627,3,0,unknown,no
8572,29,blue-collar,married,secondary,no,100,yes,yes,cellular,may,152,4,2,failure,no
8573,34,services,single,secondary,no,313,yes,no,cellular,jul,634,3,0,unknown,no
8574,40,admin.,married,secondary,no,419,yes,yes,cellular,may,92,1,1,failure,no
8575,44,technician,married,secondary,no,0,yes,no,unknown,may,243,3,0,unknown,no
8576,36,management,single,tertiary,no,0,no,yes,cellular,nov,300,1,4,failure,no
8577,39,technician,married,tertiary,no,437,no,no,telephone,may,186,2,0,unknown,no
8578,58,blue-collar,married,primary,no,1357,yes,no,unknown,may,150,2,0,unknown,no
