age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,poutcome,deposit
29,admin.,single,secondary,no,778,yes,no,cellular,may,255,1,0,unknown,yes
42,blue-collar,single,secondary,no,194,yes,no,unknown,jun,744,2,0,unknown,yes
61,management,married,tertiary,no,5806,yes,no,cellular,may,408,3,0,unknown,yes
40,blue-collar,married,primary,no,-41,yes,no,unknown,may,171,2,0,unknown,no
31,management,single,tertiary,no,559,no,no,cellular,jun,148,2,3,success,yes
45,self-employed,married,tertiary,no,-680,yes,yes,cellular,may,214,1,1,failure,no
26,admin.,single,secondary,no,913,no,no,cellular,jan,101,2,13,other,no
33,blue-collar,single,secondary,no,602,yes,no,cellular,apr,316,1,1,failure,no
66,housemaid,married,secondary,no,1798,no,no,cellular,feb,165,1,0,unknown,no
41,services,divorced,secondary,no,-40,no,yes,cellular,jul,174,1,0,unknown,no
51,blue-collar,married,primary,no,4766,no,no,cellular,aug,71,3,0,unknown,no
50,management,single,secondary,no,1404,yes,no,unknown,jun,1248,3,0,unknown,yes
28,admin.,single,tertiary,no,287,no,no,cellular,mar,117,19,0,unknown,no
36,management,married,tertiary,no,1145,no,no,cellular,feb,107,9,1,other,no
49,technician,married,secondary,no,3082,no,no,cellular,jul,348,2,0,unknown,no
20,student,single,tertiary,no,2863,yes,no,unknown,may,132,2,0,unknown,no
43,technician,married,primary,no,4743,yes,no,cellular,nov,422,1,0,unknown,no
60,retired,divorced,tertiary,no,2200,no,no,unknown,jun,35,9,0,unknown,no
59,self-employed,married,tertiary,no,512,no,no,cellular,feb,289,1,0,unknown,no
57,management,married,tertiary,no,10701,no,no,cellular,sep,380,3,3,success,yes
52,management,married,tertiary,no,-135,no,no,unknown,jun,324,1,0,unknown,yes
39,services,married,secondary,no,579,yes,no,cellular,apr,291,1,1,failure,no
37,management,single,tertiary,no,1617,no,no,cellular,mar,184,1,0,unknown,yes
42,technician,divorced,secondary,no,1282,no,yes,cellular,aug,87,1,0,unknown,no
35,admin.,married,tertiary,no,-24,no,no,cellular,aug,575,1,0,unknown,yes
43,admin.,married,secondary,no,340,no,no,cellular,mar,204,1,0,unknown,yes
35,management,married,tertiary,no,7918,no,no,cellular,may,336,1,3,success,yes
34,admin.,married,secondary,no,93,no,yes,unknown,may,11,1,0,unknown,no
38,admin.,single,secondary,no,2382,no,no,telephone,oct,211,1,0,unknown,yes
62,management,single,tertiary,no,16,no,no,cellular,aug,137,1,3,failure,yes
40,technician,single,unknown,no,5255,yes,no,cellular,jan,264,3,0,unknown,yes
45,admin.,married,secondary,no,695,yes,no,telephone,jul,1127,11,0,unknown,yes
68,retired,married,tertiary,no,1628,no,no,cellular,feb,741,1,0,unknown,yes
24,management,single,tertiary,no,1345,no,no,cellular,jun,464,1,0,unknown,yes
32,management,single,tertiary,no,520,no,yes,cellular,jul,496,4,0,unknown,yes
41,technician,married,unknown,no,1569,no,no,cellular,apr,406,1,0,unknown,yes
46,management,divorced,tertiary,no,540,no,no,cellular,mar,409,1,1,other,yes
40,admin.,single,tertiary,no,1032,yes,no,cellular,jul,439,1,0,unknown,no
59,housemaid,divorced,secondary,no,499,yes,no,unknown,jun,240,1,0,unknown,no
59,admin.,single,secondary,no,-632,yes,yes,cellular,apr,63,1,0,unknown,no
25,technician,single,tertiary,no,647,yes,no,unknown,may,170,4,0,unknown,no
31,blue-collar,married,primary,no,137,yes,no,unknown,may,210,2,0,unknown,no
57,management,married,secondary,no,76,no,no,cellular,feb,160,2,0,unknown,no
46,management,married,tertiary,no,202,yes,no,cellular,may,588,6,6,success,yes
60,blue-collar,divorced,secondary,no,-43,no,yes,cellular,jul,249,4,0,unknown,no
31,services,divorced,tertiary,no,173,yes,no,unknown,may,107,2,0,unknown,no
46,self-employed,married,secondary,no,55,no,no,cellular,nov,666,1,0,unknown,yes
50,blue-collar,married,primary,no,-357,yes,no,cellular,may,870,3,0,unknown,yes
49,unknown,married,primary,no,133,yes,yes,unknown,may,515,2,0,unknown,yes
36,management,single,tertiary,no,1815,yes,no,cellular,aug,149,4,0,unknown,no
24,technician,married,secondary,no,787,yes,no,cellular,feb,242,1,4,success,yes
36,admin.,single,secondary,no,221,yes,no,cellular,may,1374,4,2,failure,yes
28,student,single,tertiary,no,-6,no,no,cellular,aug,253,1,0,unknown,yes
34,management,married,tertiary,no,93,no,no,cellular,aug,166,1,0,unknown,no
29,services,divorced,secondary,no,216,yes,no,cellular,nov,482,1,0,unknown,yes
49,admin.,married,secondary,no,1123,yes,no,cellular,apr,613,1,5,failure,no
35,services,single,tertiary,no,634,no,no,unknown,may,81,1,0,unknown,no
28,admin.,single,secondary,no,426,yes,no,cellular,jun,44,1,0,unknown,no
39,housemaid,married,primary,no,106,yes,no,cellular,jul,385,3,0,unknown,no
37,blue-collar,married,secondary,no,-41,yes,no,unknown,may,557,7,0,unknown,no
55,management,married,tertiary,no,7997,no,no,cellular,jan,446,1,0,unknown,yes
68,retired,single,tertiary,no,2230,no,no,cellular,jan,733,1,3,success,yes
33,blue-collar,married,primary,no,1023,yes,no,unknown,may,209,4,0,unknown,no
29,self-employed,married,secondary,no,413,no,yes,cellular,oct,229,1,3,success,yes
56,blue-collar,married,primary,no,459,no,no,cellular,aug,1188,2,0,unknown,yes
59,admin.,divorced,secondary,no,4420,no,no,cellular,feb,147,1,0,unknown,no
47,blue-collar,married,secondary,no,344,yes,no,telephone,jul,38,1,0,unknown,yes
31,management,single,tertiary,no,269,no,no,unknown,may,810,2,0,unknown,yes
44,management,single,secondary,no,448,no,yes,cellular,aug,318,1,0,unknown,no
33,blue-collar,single,primary,no,1001,no,no,cellular,jul,268,1,0,unknown,no
56,blue-collar,married,primary,no,7855,no,no,cellular,aug,1202,4,0,unknown,yes
34,entrepreneur,divorced,tertiary,no,370,no,no,cellular,nov,373,1,0,unknown,no
53,services,married,secondary,no,432,yes,yes,cellular,jan,144,1,2,failure,no
86,retired,divorced,unknown,no,208,no,no,telephone,sep,150,1,0,unknown,no
39,admin.,married,secondary,no,61,no,no,cellular,nov,167,1,0,unknown,no
37,admin.,single,tertiary,no,995,no,no,cellular,aug,191,2,3,success,no
91,retired,divorced,secondary,no,-14,no,no,cellular,feb,149,3,0,unknown,yes
77,retired,married,tertiary,no,3122,no,no,cellular,oct,354,1,1,success,yes
30,entrepreneur,single,unknown,no,160,yes,no,cellular,feb,367,1,0,unknown,no
32,admin.,single,secondary,no,215,yes,no,cellular,jun,531,1,2,success,yes
41,technician,single,secondary,no,-24,no,no,cellular,feb,11,10,0,unknown,no
34,admin.,single,secondary,no,478,no,no,cellular,sep,180,2,10,other,yes
32,management,married,tertiary,no,1119,yes,no,cellular,may,545,1,0,unknown,yes
46,admin.,single,secondary,no,437,yes,no,unknown,jun,531,2,0,unknown,yes
29,management,single,tertiary,no,3120,no,no,cellular,jun,259,1,1,failure,yes
60,technician,divorced,secondary,no,181,no,no,cellular,aug,443,12,0,unknown,no
30,admin.,single,secondary,no,191,no,no,cellular,nov,233,2,3,success,yes
36,self-employed,married,secondary,no,3350,no,no,cellular,aug,88,6,0,unknown,no
29,management,single,tertiary,no,2586,no,no,cellular,apr,187,2,0,unknown,yes
39,management,married,tertiary,no,-72,no,no,cellular,aug,93,25,0,unknown,no
29,blue-collar,single,secondary,no,5726,yes,no,cellular,may,439,2,0,unknown,yes
54,management,married,tertiary,no,1177,yes,no,cellular,nov,1202,2,1,other,no
43,management,divorced,tertiary,no,4976,no,no,cellular,apr,197,9,5,other,yes
28,admin.,married,secondary,no,376,yes,no,unknown,may,315,2,0,unknown,no
48,technician,married,secondary,no,874,no,no,cellular,jul,162,2,0,unknown,no
24,services,single,secondary,no,1021,yes,no,cellular,may,1088,1,0,unknown,yes
65,retired,married,secondary,no,3075,no,no,cellular,jul,300,1,2,success,yes
51,technician,married,secondary,no,-120,yes,yes,cellular,feb,66,1,3,failure,no
42,entrepreneur,single,primary,no,151,yes,no,unknown,may,163,5,0,unknown,no
57,admin.,married,secondary,no,449,no,no,cellular,may,335,3,5,success,yes
28,services,single,secondary,no,244,yes,no,cellular,feb,392,3,0,unknown,no
58,housemaid,married,primary,no,2854,no,no,cellular,aug,581,4,0,unknown,yes
32,management,married,tertiary,no,745,yes,no,cellular,aug,273,5,0,unknown,no
34,blue-collar,married,secondary,no,550,no,no,unknown,may,348,1,0,unknown,no
43,management,married,unknown,no,5197,yes,no,unknown,may,57,3,0,unknown,no
58,services,divorced,primary,no,2115,yes,no,cellular,may,2,4,0,unknown,no
32,technician,married,tertiary,no,2793,no,no,cellular,aug,302,2,0,unknown,no
50,blue-collar,married,primary,no,21711,no,no,cellular,aug,69,20,0,unknown,no
57,blue-collar,married,primary,no,8398,no,no,unknown,jun,15,11,0,unknown,no
34,blue-collar,married,secondary,no,10432,yes,no,cellular,may,322,4,1,failure,yes
55,technician,married,secondary,no,638,no,no,cellular,aug,99,6,0,unknown,no
39,management,married,tertiary,no,114,no,no,unknown,may,181,8,0,unknown,no
40,admin.,married,secondary,no,1463,yes,no,unknown,may,719,1,0,unknown,yes
30,technician,single,secondary,no,-331,no,yes,cellular,aug,135,2,0,unknown,no
48,blue-collar,married,primary,no,240,yes,no,unknown,jun,15,18,0,unknown,no
44,management,married,secondary,no,404,no,yes,cellular,jan,131,2,11,failure,no
71,retired,divorced,primary,no,243,no,no,cellular,jun,309,1,1,success,yes
59,admin.,married,secondary,no,1417,no,no,unknown,jun,326,1,0,unknown,no
42,services,divorced,secondary,no,412,yes,no,cellular,may,934,2,0,unknown,yes
41,housemaid,divorced,primary,no,-215,yes,no,cellular,nov,243,3,4,other,no
61,housemaid,married,secondary,no,-94,no,no,cellular,nov,325,1,0,unknown,yes
57,housemaid,married,primary,no,-73,no,no,cellular,aug,176,2,0,unknown,no
40,blue-collar,married,secondary,no,660,yes,no,cellular,apr,643,2,1,failure,no
30,management,married,tertiary,no,-54,no,no,cellular,aug,95,2,0,unknown,no
29,management,single,tertiary,no,850,yes,no,cellular,oct,122,1,0,unknown,no
59,technician,divorced,secondary,no,128,no,no,cellular,aug,438,12,0,unknown,no
43,management,married,tertiary,no,2349,no,no,cellular,jul,559,2,0,unknown,yes
44,admin.,married,unknown,no,1995,no,no,cellular,may,57,4,0,unknown,no
30,self-employed,single,tertiary,no,109,yes,no,unknown,may,676,1,0,unknown,yes
37,management,single,tertiary,no,-33,yes,no,cellular,may,399,1,2,failure,yes
41,management,married,secondary,no,490,yes,no,cellular,jun,75,1,2,success,no
34,management,married,tertiary,no,154,yes,yes,cellular,jul,120,1,0,unknown,no
38,management,divorced,tertiary,no,461,yes,no,unknown,may,127,4,0,unknown,no
38,blue-collar,divorced,secondary,no,-190,yes,no,cellular,oct,589,1,4,success,yes
30,technician,married,secondary,no,269,yes,no,cellular,aug,1180,4,0,unknown,yes
82,retired,married,primary,no,8707,no,no,cellular,jul,398,1,0,unknown,yes
77,retired,divorced,primary,no,485,no,no,telephone,apr,113,7,0,unknown,no
33,services,married,secondary,no,-43,yes,yes,unknown,may,56,1,0,unknown,no
34,blue-collar,married,secondary,no,431,yes,no,cellular,aug,347,1,2,failure,yes
53,self-employed,married,tertiary,no,145,yes,no,cellular,aug,234,2,0,unknown,no
28,blue-collar,single,primary,no,-4,yes,no,cellular,may,520,1,1,other,yes
73,retired,married,primary,no,-4,no,no,cellular,jan,399,3,0,unknown,yes
33,blue-collar,married,primary,no,540,no,no,cellular,nov,872,3,0,unknown,no
28,unemployed,single,primary,no,1211,no,no,cellular,apr,182,4,0,unknown,yes
47,technician,single,secondary,no,6088,no,no,cellular,jun,107,1,0,unknown,yes
38,technician,single,tertiary,no,223,no,no,unknown,jul,1135,2,0,unknown,yes
25,management,single,tertiary,no,2725,no,no,cellular,mar,411,1,0,unknown,yes
40,technician,married,secondary,no,-121,yes,yes,unknown,may,280,2,0,unknown,no
59,retired,single,secondary,no,462,yes,no,unknown,may,1098,5,0,unknown,yes
38,blue-collar,married,primary,no,2230,yes,no,unknown,jun,751,3,0,unknown,yes
67,retired,married,secondary,no,2457,yes,no,telephone,jul,547,2,0,unknown,yes
46,management,married,tertiary,no,3893,no,no,cellular,aug,69,2,0,unknown,no
30,technician,divorced,secondary,no,504,yes,yes,cellular,may,65,1,1,failure,no
35,technician,divorced,secondary,no,408,yes,yes,cellular,may,965,1,0,unknown,yes
36,services,married,secondary,no,2789,no,no,cellular,mar,132,1,0,unknown,yes
42,self-employed,married,primary,no,-109,yes,no,unknown,may,167,5,0,unknown,no
32,management,single,tertiary,no,83,no,no,cellular,aug,685,2,0,unknown,yes
30,admin.,married,secondary,no,1091,yes,yes,unknown,may,444,2,0,unknown,yes
34,entrepreneur,married,tertiary,no,104,no,yes,cellular,jul,55,3,0,unknown,no
43,services,single,secondary,no,3544,yes,no,cellular,nov,682,2,2,success,yes
26,student,single,secondary,no,2061,yes,no,cellular,may,263,1,4,failure,no
28,admin.,married,tertiary,no,424,no,no,cellular,may,325,2,1,failure,yes
53,services,married,primary,no,8851,yes,no,telephone,jul,167,2,0,unknown,no
42,entrepreneur,married,unknown,no,421,yes,no,cellular,jul,694,2,0,unknown,yes
28,technician,single,secondary,no,39,no,no,cellular,jul,574,1,0,unknown,yes
53,retired,married,tertiary,no,2170,no,no,unknown,jun,1232,1,0,unknown,yes
58,services,married,secondary,no,-123,yes,no,unknown,may,747,3,0,unknown,yes
43,blue-collar,married,secondary,no,482,yes,yes,unknown,may,150,1,0,unknown,no
27,student,single,tertiary,no,10047,no,no,cellular,apr,109,2,0,unknown,yes
27,management,single,tertiary,no,584,no,no,cellular,jun,225,1,0,unknown,yes
34,management,married,tertiary,no,631,yes,no,cellular,may,539,1,0,unknown,yes
33,unemployed,single,tertiary,no,4959,no,no,telephone,feb,365,2,0,unknown,no
38,self-employed,single,secondary,no,789,yes,no,cellular,may,114,2,0,unknown,no
34,technician,single,tertiary,no,242,yes,no,cellular,jun,333,1,14,other,yes
29,admin.,divorced,secondary,no,13,yes,no,cellular,may,422,2,0,unknown,yes
47,management,single,tertiary,no,115,yes,no,cellular,jun,625,3,9,success,yes
34,management,married,tertiary,no,59,yes,no,cellular,jul,387,1,0,unknown,no
43,retired,married,secondary,no,613,no,no,telephone,oct,119,1,0,unknown,yes
36,unemployed,married,tertiary,no,-38,no,no,cellular,aug,544,7,0,unknown,yes
32,technician,married,secondary,no,176,no,no,cellular,mar,317,2,0,unknown,yes
53,technician,married,secondary,no,498,no,no,unknown,jun,645,2,0,unknown,yes
46,technician,married,secondary,no,-16,yes,yes,cellular,may,642,3,0,unknown,yes
32,technician,married,tertiary,no,-1124,yes,no,cellular,jul,340,3,0,unknown,no
59,technician,married,secondary,no,158,no,no,cellular,oct,573,1,5,success,yes
33,admin.,divorced,tertiary,no,1209,no,no,cellular,may,380,2,0,unknown,yes
35,technician,married,secondary,no,533,no,no,unknown,may,74,4,0,unknown,no
29,student,single,secondary,no,-274,no,no,cellular,aug,324,3,2,other,yes
29,management,single,tertiary,no,5458,no,no,cellular,aug,130,1,2,success,yes
36,blue-collar,married,secondary,no,218,yes,no,cellular,may,723,5,0,unknown,yes
35,admin.,divorced,secondary,no,915,no,no,cellular,jun,214,1,7,success,yes
34,technician,single,secondary,yes,70,yes,yes,cellular,jul,140,1,0,unknown,no
29,blue-collar,married,secondary,no,-171,no,no,cellular,jun,150,1,0,unknown,no
39,housemaid,married,primary,no,13464,no,no,cellular,aug,94,4,0,unknown,no
30,student,single,tertiary,no,7585,no,no,cellular,oct,324,1,0,unknown,yes
41,entrepreneur,single,secondary,no,430,no,no,cellular,jul,1224,1,0,unknown,yes
40,management,married,tertiary,no,-435,yes,no,cellular,nov,225,1,0,unknown,no
61,blue-collar,married,unknown,no,2095,yes,no,cellular,may,939,2,0,unknown,yes
43,services,divorced,secondary,no,-105,yes,no,cellular,apr,576,4,0,unknown,no
30,blue-collar,single,secondary,no,367,no,no,unknown,may,192,3,0,unknown,no
45,technician,single,tertiary,no,86,no,no,cellular,aug,83,4,0,unknown,no
42,self-employed,married,tertiary,no,3042,no,no,cellular,apr,382,2,17,other,no
46,services,divorced,secondary,no,307,yes,no,cellular,may,143,2,8,other,no
34,entrepreneur,married,tertiary,no,-75,yes,no,cellular,may,621,1,1,failure,yes
50,admin.,married,secondary,no,4046,yes,no,cellular,may,209,8,4,success,yes
34,management,single,tertiary,no,1221,no,no,cellular,apr,145,1,0,unknown,yes
27,blue-collar,single,tertiary,no,554,no,no,cellular,nov,218,2,1,success,yes
55,technician,single,tertiary,no,333,yes,no,cellular,jul,649,3,0,unknown,yes
30,management,married,tertiary,no,-430,yes,no,unknown,jun,2,6,0,unknown,no
54,blue-collar,divorced,unknown,no,-394,yes,no,cellular,may,225,1,2,failure,no
35,management,married,secondary,no,1252,yes,no,unknown,may,57,3,0,unknown,no
33,blue-collar,married,secondary,no,932,yes,no,cellular,jun,1037,2,3,other,yes
58,housemaid,divorced,secondary,no,-187,no,no,cellular,jul,461,2,0,unknown,yes
42,admin.,married,secondary,no,-52,yes,yes,cellular,jul,234,1,0,unknown,no
32,self-employed,single,tertiary,no,1490,yes,yes,cellular,jan,899,1,0,unknown,yes
27,self-employed,single,tertiary,no,264,no,no,cellular,jun,455,3,3,other,yes
40,entrepreneur,divorced,tertiary,no,122,no,no,unknown,jun,601,1,0,unknown,no
31,blue-collar,married,secondary,no,316,yes,no,cellular,may,575,2,0,unknown,yes
46,admin.,married,secondary,no,246,yes,no,unknown,may,901,3,0,unknown,yes
67,retired,married,primary,no,424,no,no,cellular,feb,467,1,0,unknown,yes
31,unemployed,single,secondary,no,2766,no,no,cellular,nov,112,1,1,failure,yes
33,management,married,tertiary,no,450,yes,no,cellular,aug,769,2,0,unknown,yes
43,admin.,single,secondary,no,-35,no,no,telephone,nov,200,1,0,unknown,no
60,entrepreneur,married,primary,no,63,no,no,unknown,jun,224,1,0,unknown,no
28,management,single,tertiary,no,6564,no,no,cellular,aug,135,2,26,other,yes
45,blue-collar,married,primary,no,198,yes,no,unknown,jun,58,1,0,unknown,no
31,management,single,tertiary,no,1512,no,no,cellular,sep,177,1,0,unknown,no
30,blue-collar,single,secondary,no,2438,no,no,unknown,may,423,1,0,unknown,no
50,admin.,married,secondary,no,568,no,no,cellular,aug,1091,1,0,unknown,yes
39,blue-collar,married,secondary,no,-93,yes,no,unknown,may,270,1,0,unknown,no
46,blue-collar,married,primary,no,1357,no,no,cellular,aug,185,1,0,unknown,no
32,self-employed,married,tertiary,no,306,no,no,cellular,aug,165,5,0,unknown,no
48,blue-collar,married,secondary,no,2921,no,no,unknown,may,282,1,0,unknown,no
54,management,married,tertiary,no,-47,no,no,cellular,nov,81,1,0,unknown,no
40,management,married,tertiary,no,-55,no,yes,cellular,jul,184,1,0,unknown,no
56,blue-collar,married,primary,no,8213,no,no,unknown,jun,23,11,0,unknown,no
34,housemaid,married,tertiary,no,868,no,no,cellular,feb,34,2,0,unknown,no
59,retired,married,primary,no,5407,yes,yes,unknown,may,95,1,0,unknown,no
37,admin.,single,secondary,no,1146,no,no,cellular,jul,55,9,0,unknown,no
42,management,married,tertiary,no,3151,no,no,cellular,jun,119,1,3,failure,yes
35,admin.,married,secondary,no,6,no,no,cellular,jul,66,11,0,unknown,no
35,management,single,tertiary,no,1215,no,no,cellular,nov,687,2,12,failure,yes
41,self-employed,single,tertiary,no,54,yes,no,cellular,feb,1151,1,1,failure,yes
38,self-employed,divorced,secondary,no,-125,yes,no,cellular,apr,94,1,0,unknown,no
36,unemployed,single,tertiary,no,1182,yes,no,cellular,mar,329,2,3,failure,yes
37,blue-collar,married,secondary,no,13747,yes,no,unknown,may,241,5,0,unknown,no
28,student,single,secondary,no,115,no,no,telephone,nov,242,1,0,unknown,yes
25,technician,single,secondary,no,105,no,yes,cellular,oct,119,1,0,unknown,yes
28,management,married,tertiary,yes,127,no,yes,cellular,jul,41,21,0,unknown,no
48,self-employed,married,secondary,no,-285,yes,yes,cellular,jan,382,1,0,unknown,no
23,technician,single,secondary,no,161,yes,no,cellular,sep,173,1,2,success,yes
53,management,married,secondary,no,343,no,no,cellular,aug,92,2,0,unknown,no
31,services,married,secondary,no,-71,yes,no,unknown,may,109,1,0,unknown,no
47,blue-collar,married,primary,no,592,yes,no,cellular,may,1046,2,1,success,yes
29,management,single,tertiary,no,865,no,no,cellular,jul,993,1,5,failure,yes
56,housemaid,divorced,primary,no,8272,no,no,cellular,nov,388,3,0,unknown,no
46,admin.,divorced,secondary,no,47,yes,no,cellular,nov,107,1,0,unknown,no
34,admin.,single,secondary,no,231,no,no,cellular,nov,76,1,4,failure,no
38,blue-collar,married,secondary,no,386,yes,no,cellular,apr,70,3,0,unknown,no
55,management,married,unknown,no,334,no,no,unknown,jun,89,1,0,unknown,no
42,blue-collar,married,secondary,no,-1075,yes,no,unknown,may,141,1,0,unknown,no
79,retired,married,primary,no,8409,no,no,telephone,jan,330,2,2,success,yes
38,management,married,tertiary,no,251,no,no,cellular,sep,262,12,6,failure,no
26,student,single,secondary,no,2616,yes,no,cellular,may,632,1,0,unknown,no
24,services,single,secondary,no,475,yes,no,unknown,may,1167,1,0,unknown,yes
45,technician,married,secondary,no,2564,no,no,unknown,jun,152,2,0,unknown,no
52,blue-collar,married,secondary,no,789,no,no,cellular,nov,983,2,0,unknown,yes
36,entrepreneur,single,tertiary,no,483,yes,no,unknown,jun,69,3,0,unknown,no
28,admin.,single,secondary,no,129,no,no,cellular,jun,347,1,0,unknown,yes
46,admin.,married,secondary,no,5001,no,no,cellular,jul,992,1,1,success,yes
29,management,married,tertiary,no,521,no,no,unknown,may,940,2,0,unknown,yes
56,retired,married,secondary,no,138,no,yes,cellular,jul,166,1,2,failure,yes
28,blue-collar,single,secondary,no,172,yes,no,unknown,may,69,1,0,unknown,no
31,unemployed,single,tertiary,no,966,no,no,telephone,jun,308,1,0,unknown,yes
67,retired,married,secondary,no,242,no,no,cellular,jan,361,1,1,success,yes
30,management,single,tertiary,no,4939,no,no,cellular,aug,541,2,0,unknown,yes
60,retired,married,secondary,no,128,yes,no,cellular,may,488,2,0,unknown,no
55,entrepreneur,married,secondary,no,915,no,yes,cellular,jul,68,12,0,unknown,no
29,self-employed,married,secondary,no,388,yes,no,unknown,jun,569,15,0,unknown,yes
35,management,married,tertiary,no,2850,no,no,cellular,aug,407,6,0,unknown,yes
41,management,married,tertiary,no,-4,yes,no,cellular,nov,925,3,0,unknown,yes
38,management,married,tertiary,no,88,no,no,cellular,sep,240,12,6,failure,no
53,management,married,tertiary,no,191,yes,no,cellular,jul,81,3,0,unknown,no
26,services,single,tertiary,no,1494,yes,no,cellular,feb,972,2,0,unknown,yes
79,retired,married,primary,no,493,no,no,telephone,jul,1014,2,0,unknown,yes
32,technician,single,tertiary,no,677,yes,no,cellular,may,414,2,4,failure,yes
44,management,married,unknown,no,67,no,no,cellular,oct,298,3,0,unknown,yes
39,housemaid,married,secondary,no,1501,no,no,cellular,nov,117,1,8,success,no
53,admin.,married,secondary,no,-146,no,no,cellular,jan,544,1,0,unknown,yes
48,management,married,tertiary,no,1315,yes,yes,cellular,jun,207,6,8,failure,yes
37,blue-collar,divorced,secondary,no,781,yes,no,cellular,may,114,1,1,failure,no
52,technician,married,secondary,no,23004,yes,no,unknown,may,78,2,0,unknown,no
41,management,married,tertiary,no,-445,yes,yes,unknown,may,143,3,0,unknown,no
30,admin.,divorced,secondary,no,331,yes,no,unknown,may,158,1,0,unknown,no
32,management,married,tertiary,no,765,yes,no,unknown,jun,1045,5,0,unknown,yes
38,services,divorced,primary,no,514,yes,no,unknown,may,176,2,0,unknown,no
32,admin.,married,secondary,no,-40,yes,no,cellular,apr,611,1,1,failure,no
58,retired,divorced,secondary,no,2,no,no,unknown,jun,431,5,0,unknown,no
34,admin.,married,secondary,no,1561,yes,no,cellular,apr,178,1,2,failure,no
25,blue-collar,single,primary,no,536,yes,no,cellular,jul,552,2,0,unknown,yes
46,services,divorced,secondary,no,-95,yes,yes,cellular,may,261,1,0,unknown,no
48,management,single,tertiary,no,591,no,yes,cellular,aug,121,1,0,unknown,no
47,admin.,married,secondary,no,3356,no,no,cellular,apr,463,1,0,unknown,yes
60,retired,married,secondary,no,207,no,no,cellular,oct,1380,1,0,unknown,no
28,technician,single,secondary,no,281,yes,no,cellular,jan,237,2,2,failure,no
50,admin.,divorced,secondary,yes,2436,yes,no,cellular,may,103,1,8,failure,no
30,technician,married,secondary,no,947,no,no,cellular,jan,142,2,0,unknown,no
35,management,married,tertiary,no,1184,no,no,cellular,sep,192,1,0,unknown,yes
40,management,married,unknown,no,-4,no,no,cellular,mar,245,1,0,unknown,yes
48,self-employed,married,secondary,no,322,no,no,cellular,aug,156,8,0,unknown,no
39,technician,married,secondary,no,7262,yes,no,cellular,nov,247,2,1,failure,no
56,management,married,tertiary,no,862,no,no,cellular,nov,586,3,0,unknown,yes
31,management,single,tertiary,no,103,yes,no,cellular,may,435,1,1,other,no
41,services,single,secondary,no,116,no,no,cellular,nov,316,1,0,unknown,yes
41,blue-collar,married,primary,no,242,yes,no,unknown,jun,203,2,0,unknown,no
36,technician,married,secondary,no,75,yes,no,unknown,may,74,1,0,unknown,no
35,admin.,married,tertiary,no,-211,no,no,cellular,jan,160,2,0,unknown,yes
44,admin.,married,secondary,no,1672,no,no,unknown,jun,149,3,0,unknown,no
28,management,single,tertiary,no,607,yes,no,cellular,jul,161,2,0,unknown,no
36,services,married,secondary,no,5191,no,no,unknown,may,138,1,0,unknown,no
76,retired,married,primary,no,-55,no,no,cellular,feb,400,11,0,unknown,yes
52,admin.,divorced,secondary,no,635,yes,no,unknown,may,172,1,0,unknown,no
37,management,married,tertiary,no,4245,yes,no,cellular,may,71,2,2,failure,no
57,blue-collar,married,secondary,no,435,no,no,unknown,jun,106,1,0,unknown,no
42,blue-collar,single,primary,no,163,yes,no,telephone,may,7,4,5,failure,no
35,technician,single,tertiary,no,310,no,no,unknown,may,100,5,0,unknown,no
46,management,single,tertiary,no,1754,no,no,telephone,feb,47,1,0,unknown,no
25,entrepreneur,married,tertiary,yes,-134,no,yes,cellular,jul,731,1,0,unknown,no
34,blue-collar,married,secondary,no,-234,no,no,unknown,may,311,1,0,unknown,no
35,management,married,tertiary,no,193,no,no,cellular,feb,477,2,2,failure,yes
45,management,married,tertiary,no,1416,yes,yes,cellular,aug,1275,1,0,unknown,yes
59,technician,divorced,secondary,no,2716,yes,no,cellular,aug,400,2,0,unknown,no
33,technician,single,tertiary,no,6918,no,no,cellular,aug,528,2,0,unknown,yes
36,management,single,tertiary,no,379,yes,no,cellular,nov,567,1,7,failure,yes
58,management,married,tertiary,no,1617,yes,no,cellular,jul,185,1,0,unknown,no
31,services,single,secondary,no,147,no,no,cellular,jan,137,1,0,unknown,no
43,admin.,single,secondary,no,-387,yes,yes,cellular,feb,755,2,4,failure,yes
44,services,married,unknown,no,8622,no,no,cellular,jun,82,2,0,unknown,no
39,management,married,tertiary,no,129,yes,yes,cellular,aug,905,1,0,unknown,yes
31,blue-collar,single,secondary,no,48,yes,no,cellular,may,566,1,7,failure,yes
66,retired,married,secondary,no,3576,no,no,cellular,apr,436,2,0,unknown,no
64,retired,married,primary,no,2092,no,no,cellular,mar,878,3,2,failure,yes
48,management,married,tertiary,no,1759,yes,no,cellular,feb,266,1,0,unknown,yes
36,technician,married,tertiary,no,650,no,no,cellular,mar,256,1,0,unknown,yes
50,services,married,secondary,no,1035,no,no,unknown,jun,44,2,0,unknown,no
46,technician,divorced,secondary,no,-38,no,no,cellular,aug,94,2,0,unknown,no
34,entrepreneur,married,tertiary,no,-152,yes,no,cellular,may,591,1,1,failure,yes
34,services,married,secondary,no,-136,yes,no,unknown,may,352,1,0,unknown,no
30,technician,single,secondary,no,421,no,no,cellular,oct,175,1,0,unknown,yes
